Median House Price,Median Income,Median Age,Total Rooms,Total Bedrooms,Population,Total Houses,Latitude,Longitude,Rate
104000,2.79,43,1460,300,747,279,40.6,-122,Cheap
84400,1.41,38,855,172,468,150,40.6,-122,Cheap
139000,2.68,24,5050,972,2220,979,40.6,-122,Cheap
58200,2.33,17,785,155,417,136,40.6,-122,Cheap
149000,3.94,17,1710,307,963,329,40.6,-122,Cheap
120000,4.11,10,7950,1310,3180,1160,40.6,-122,Cheap
90100,1.66,23,1320,259,749,222,40.6,-122,Cheap
103000,3.14,9,4790,889,2160,865,40.6,-122,Cheap
123000,3.45,5,2610,433,1280,411,40.6,-122,Cheap
66500,1.41,22,2200,489,1020,460,40.6,-122,Cheap
105000,1.72,14,4770,1130,2100,1070,40.6,-122,Cheap
111000,2.41,7,5180,1340,2560,1280,40.6,-122,Cheap
78700,2.41,13,3600,704,1600,670,40.6,-122,Cheap
94200,2.29,11,3900,886,1900,843,40.6,-122,Cheap
152000,3.69,10,2180,369,1060,325,40.6,-122,Cheap
111000,3.81,5,6380,1210,2970,1140,40.6,-122,Cheap
114000,3,2,1940,350,756,274,40.6,-122,Cheap
98800,1.6,19,1040,204,505,183,40.6,-122,Cheap
64800,2.03,20,3590,868,1870,781,40.6,-122,Cheap
137000,2.67,26,1440,234,544,232,40.5,-122,Cheap
113000,2.65,21,2500,466,1430,502,40.5,-122,Cheap
147000,5.21,13,2090,322,1080,333,40.5,-122,Cheap
86500,3.1,19,3750,761,1950,738,40.5,-122,Cheap
72000,2.04,28,1130,245,538,208,40.5,-122,Cheap
80800,2.13,28,1430,304,692,285,40.5,-122,Cheap
85900,3.93,24,2070,346,951,332,40.5,-122,Cheap
101000,2.48,20,1750,352,834,340,40.5,-122,Cheap
98100,3.79,18,4550,774,2270,766,40.5,-122,Cheap
81600,1.9,16,2800,614,1700,563,40.6,-122,Cheap
85200,1.99,12,3900,863,2150,864,40.6,-122,Cheap
97800,2.71,17,2280,453,976,434,40.5,-122,Cheap
77300,2.18,31,431,90,231,78,40.6,-122,Cheap
69400,1.68,18,2230,490,859,451,40.6,-122,Cheap
67900,2.04,26,2190,472,1340,463,40.6,-122,Cheap
75900,2.56,16,2780,503,1430,500,40.6,-122,Cheap
93800,3.38,15,2520,449,1370,467,40.6,-122,Cheap
100000,3.55,11,13700,2300,6510,2270,40.5,-122,Cheap
119000,1.99,16,2250,502,1210,463,40.5,-122,Cheap
117000,3.51,23,2800,507,1320,454,40.5,-122,Cheap
118000,3.35,18,4030,718,1730,705,40.5,-122,Cheap
83100,2.65,21,2410,476,1200,412,40.5,-122,Cheap
84700,2.15,22,2390,484,1130,452,40.7,-122,Cheap
92200,2.54,15,2530,458,1180,450,40.7,-122,Cheap
80400,1.64,23,2250,489,1130,444,40.6,-122,Cheap
61500,1.74,21,1770,370,875,354,40.7,-122,Cheap
60600,1.74,32,3610,772,2060,759,40.7,-122,Cheap
56600,1.38,36,1820,449,930,399,40.7,-122,Cheap
59800,2.04,28,1750,379,1010,370,40.7,-122,Cheap
65600,2.21,10,2280,444,1270,438,40.7,-122,Cheap
75800,2.01,17,2790,559,1530,517,40.7,-122,Cheap
142000,2.93,11,3660,647,1690,613,40.6,-122,Cheap
128000,3.83,16,2750,494,1410,459,40.6,-122,Cheap
131000,2.33,16,1140,220,563,200,40.6,-122,Cheap
109000,3.64,15,2770,546,1420,505,40.7,-122,Cheap
105000,2.4,18,2880,578,1400,586,40.7,-122,Cheap
75800,1.49,18,1410,330,494,227,40.8,-122,Cheap
130000,2.88,17,2260,416,1170,411,40.5,-122,Cheap
139000,3.98,14,2540,466,1270,438,40.6,-122,Cheap
151000,5.16,18,1630,243,750,252,40.6,-122,Cheap
117000,4.56,23,2220,378,1010,338,40.5,-122,Cheap
66800,2.05,10,1190,236,728,248,40.5,-122,Cheap
60400,2.02,25,2600,557,1540,549,40.5,-122,Cheap
48100,1.39,30,1270,365,840,324,40.4,-122,Cheap
59800,1.99,21,2840,640,1660,608,40.4,-122,Cheap
63000,1.97,20,2860,612,1420,589,40.5,-122,Cheap
66000,2.36,26,2720,551,1330,547,40.5,-122,Cheap
68500,1.66,32,1290,271,694,236,40.5,-122,Cheap
78600,2.28,14,2630,530,1320,513,40.5,-122,Cheap
80600,3.6,27,1800,321,782,300,40.5,-122,Cheap
98700,2.86,17,1430,265,692,245,40.4,-122,Cheap
95500,3.06,18,2100,377,1060,384,40.4,-122,Cheap
59000,1.36,26,1830,422,939,408,40.4,-122,Cheap
76400,1.84,17,1680,332,887,316,40.4,-122,Cheap
102000,3.28,26,695,126,319,124,40.5,-122,Cheap
66100,2.13,30,2500,523,1300,481,40.5,-122,Cheap
74800,2.09,21,2330,514,1310,509,40.5,-122,Cheap
85400,3.33,18,1750,337,921,327,40.5,-122,Cheap
76400,2.19,16,994,185,495,181,40.4,-122,Cheap
97700,2.15,16,3550,704,1800,658,40.5,-122,Cheap
106000,2.81,16,2730,501,1410,484,40.5,-122,Cheap
98500,3.3,12,3780,702,1970,639,40.4,-122,Cheap
76500,2.79,17,3020,578,1540,545,40.4,-122,Cheap
74500,1.79,20,1180,250,512,210,40.8,-123,Cheap
93400,2.8,27,1540,315,883,321,40.6,-123,Cheap
171000,4.54,13,3010,486,1360,515,40.5,-123,Cheap
123000,2.13,22,2150,461,903,314,40.4,-123,Cheap
65800,1.88,33,2150,498,631,273,41.1,-122,Cheap
78800,2.26,18,754,161,247,107,40.9,-122,Cheap
108000,2.77,20,2700,573,892,358,40.9,-122,Cheap
73200,3.03,14,2720,627,1360,468,41,-122,Cheap
52000,2.23,26,1180,276,513,206,41,-122,Cheap
65600,2.5,17,2820,639,1030,406,40.8,-122,Cheap
87500,3.15,14,821,170,477,129,40.7,-122,Cheap
141000,4.01,14,3100,519,1450,494,40.6,-122,Cheap
101000,3.52,17,3060,577,1500,556,40.5,-122,Cheap
99500,2.3,13,4580,881,1800,734,40.5,-122,Cheap
80400,2.15,8,2410,463,786,297,40.6,-122,Cheap
77400,2.79,14,2410,524,805,329,40.5,-122,Cheap
90300,1.75,24,2240,434,834,318,40.9,-122,Cheap
77800,2.91,31,1580,299,776,287,40.9,-122,Cheap
61300,3.02,15,2910,549,1540,522,40.9,-122,Cheap
57800,2.27,17,2550,537,1120,461,40.9,-122,Cheap
64500,2.23,23,1920,411,872,350,40.9,-122,Cheap
90300,2.34,16,2670,516,915,362,40.8,-121,Cheap
88700,2.83,22,2740,512,1170,442,41.1,-121,Cheap
77500,2.67,33,2030,378,936,343,41,-121,Cheap
72900,2.78,32,1400,247,544,201,39.6,-120,Cheap
93000,2.46,14,1780,346,734,287,39.6,-120,Cheap
71000,1.88,32,1520,289,304,131,39.7,-120,Cheap
62500,2.36,40,690,129,305,110,39.7,-120,Cheap
92400,3.88,17,1790,356,432,190,39.6,-121,Cheap
68600,3.63,52,296,63,143,56,39.7,-120,Cheap
66600,1.88,48,1280,292,358,145,39.6,-121,Cheap
96100,2.06,26,2290,444,498,216,39.5,-121,Cheap
43500,1.79,40,3270,663,1470,553,41.8,-122,Cheap
44000,1.74,28,4230,835,1910,686,41.9,-122,Cheap
58600,2.23,19,3600,695,1570,601,41.9,-122,Cheap
55400,1.76,21,2400,485,1110,443,41.8,-123,Cheap
61400,2.16,17,1890,350,953,328,41.7,-122,Cheap
53500,1.82,18,1870,424,802,314,42,-123,Cheap
64600,2.72,25,2340,532,1120,424,41.9,-123,Cheap
54400,2.3,25,1940,477,1000,390,41.8,-123,Cheap
65400,1.97,23,1650,369,669,273,41.6,-123,Cheap
62000,2.36,23,4020,792,1630,619,41.7,-123,Cheap
70100,2.41,21,2010,360,947,306,41.7,-123,Cheap
55700,2.06,15,4210,922,1860,869,41.7,-123,Cheap
81300,3.31,33,2640,459,1110,483,41.7,-123,Cheap
71200,1.87,36,3320,664,1490,631,41.7,-123,Cheap
63200,2.22,50,1530,308,661,285,41.7,-123,Cheap
57500,1.85,15,3640,801,1780,743,41.7,-123,Cheap
94200,2.54,19,2200,414,950,367,41.8,-123,Cheap
100000,3.11,19,2720,479,1110,430,41.6,-123,Cheap
60900,2.2,29,1730,355,848,328,41.5,-123,Cheap
79600,2.72,20,4290,789,1800,660,41.5,-123,Cheap
61700,1.73,31,1280,263,600,241,41.5,-123,Cheap
63300,1.68,34,2770,679,1070,424,41.3,-123,Cheap
81100,2.75,14,4450,797,1820,685,41.5,-122,Cheap
76100,3.13,19,3690,644,1540,566,41.4,-122,Cheap
46200,1.65,45,2250,448,1160,421,41.4,-122,Cheap
53100,1.27,28,1730,419,929,370,41.4,-122,Cheap
80100,1.74,23,910,199,370,169,41.4,-122,Cheap
71900,1.19,45,1390,294,521,249,41.3,-122,Cheap
81500,2.16,13,2300,513,1150,488,41.3,-122,Cheap
97100,2.45,29,4060,787,1700,702,41.3,-122,Cheap
110000,2.8,15,5270,1030,2150,885,41.4,-122,Cheap
129000,3.45,15,2740,503,1190,445,41.3,-122,Cheap
57500,2.04,26,178,40,55,25,41.2,-122,Cheap
65500,2.19,40,1960,386,725,331,41.2,-122,Cheap
56000,1.59,52,4510,985,1930,815,41.2,-122,Cheap
34200,1.07,31,602,153,112,47,41.5,-122,Cheap
62900,2.25,52,4020,824,1730,706,41.3,-122,Cheap
180000,5.1,15,14100,2340,6460,2150,38.1,-122,Cheap
215000,4.95,5,7850,1450,4360,1400,38.1,-122,Expensive
131000,3.18,31,2770,604,1440,552,38.1,-122,Cheap
125000,3.1,35,2120,400,1190,408,38.1,-122,Cheap
130000,3.8,36,3020,557,1450,556,38.1,-122,Cheap
113000,3.18,43,1940,353,968,392,38.1,-122,Cheap
93300,3.02,38,931,181,566,207,38.1,-122,Cheap
112000,2.95,40,2550,478,1280,494,38.1,-122,Cheap
111000,3.12,44,2260,451,1060,426,38.1,-122,Cheap
112000,3.46,44,3010,563,1350,512,38.1,-122,Cheap
88700,2.27,47,2160,440,966,360,38.1,-122,Cheap
127000,3.87,37,4370,779,2080,741,38.1,-122,Cheap
172000,5.3,18,6860,1080,3210,1060,38.1,-122,Cheap
96700,3.11,37,2810,539,1570,516,38.1,-122,Cheap
94800,3.44,37,4590,857,2920,832,38.1,-122,Cheap
225000,5.82,4,15700,2390,7030,2170,38.1,-122,Expensive
87900,2.24,48,833,188,652,165,38.1,-122,Cheap
90000,2.49,26,4400,997,2540,965,38.1,-122,Cheap
163000,2.61,13,5450,1190,2960,1080,38.1,-122,Cheap
94600,1.3,24,1210,395,699,386,38.1,-122,Cheap
133000,1.18,30,3320,1060,1790,990,38.1,-122,Cheap
109000,2.3,52,248,86,173,69,38.1,-122,Cheap
110000,2.75,52,1780,373,824,317,38.1,-122,Cheap
148000,2.5,52,2320,556,1110,486,38.1,-122,Cheap
97200,2.14,52,1590,372,817,357,38.1,-122,Cheap
92800,2.42,46,4140,895,2240,847,38.1,-122,Cheap
104000,2.94,49,1850,356,849,307,38.1,-122,Cheap
107000,3.05,52,2050,492,1280,463,38.1,-122,Cheap
99200,2.32,42,1740,388,889,341,38.1,-122,Cheap
92800,2.6,47,1300,278,694,269,38.1,-122,Cheap
146000,4.23,49,2720,435,1010,429,38.1,-122,Cheap
142000,4,47,3010,524,1150,486,38.1,-122,Cheap
148000,4.78,52,2110,310,772,323,38.1,-122,Cheap
143000,3.27,29,5150,1080,2460,1020,38.1,-122,Cheap
127000,4.09,37,3220,564,1330,539,38.1,-122,Cheap
152000,4.29,39,2970,500,1240,523,38.1,-122,Cheap
167000,4.01,42,1630,255,578,243,38.1,-122,Cheap
110000,2.59,47,1340,298,794,286,38.1,-122,Cheap
103000,2.61,49,2370,504,1130,458,38.1,-122,Cheap
97900,2.2,52,2850,705,1520,620,38.1,-122,Cheap
93800,1.97,52,793,216,505,194,38.1,-122,Cheap
98400,1.74,52,1560,353,670,287,38.1,-122,Cheap
110000,2.67,52,2570,639,1240,529,38.1,-122,Cheap
104000,3.1,28,3100,734,1620,639,38.1,-122,Cheap
112000,2.69,45,4420,1000,2110,874,38.1,-122,Cheap
120000,2.74,42,5270,1170,3120,1030,38.1,-122,Cheap
122000,4.05,26,3700,671,2390,699,38.1,-122,Cheap
135000,4.02,34,963,159,392,176,38.1,-122,Cheap
124000,4.51,16,3920,727,2830,680,38.1,-122,Cheap
151000,5.38,12,5380,928,3930,921,38.1,-122,Cheap
91200,1.64,28,3070,790,1380,705,38.1,-122,Cheap
132000,3.72,15,8480,1760,5010,1650,38.1,-122,Cheap
144000,4.45,10,6820,1190,4160,1140,38.1,-122,Cheap
124000,3.7,24,2920,543,1880,531,38.1,-122,Cheap
171000,5.51,7,5130,820,2820,738,38.1,-122,Cheap
86400,1.76,33,1250,238,753,236,38.1,-122,Cheap
90400,2.31,36,1410,260,792,268,38.1,-122,Cheap
169000,2.65,14,2800,587,1080,573,38,-122,Cheap
185000,3.14,52,1890,457,830,408,38,-122,Expensive
208000,4.68,34,2430,428,926,423,38,-122,Expensive
218000,4.64,20,3000,525,1210,491,38.1,-122,Expensive
202000,5.33,10,4980,849,2090,803,38.1,-122,Expensive
220000,6.46,15,2130,278,857,272,38.1,-122,Expensive
190000,4.53,14,6360,1240,2880,1130,38.1,-122,Expensive
187000,4.44,16,3520,626,1760,626,38.1,-122,Expensive
196000,5.37,10,3010,532,1380,522,38.1,-122,Expensive
229000,6.42,7,18400,2780,8280,2740,38.1,-122,Expensive
210000,4.48,5,9570,1730,4620,1580,38.1,-122,Expensive
166000,6.37,8,614,118,278,115,38.1,-122,Cheap
151000,3.29,27,3790,772,1760,724,38,-122,Cheap
143000,4.68,31,3400,616,1750,602,38.1,-122,Cheap
123000,2.39,11,673,145,318,137,38.1,-122,Cheap
170000,3.33,40,1540,255,669,263,38.3,-122,Cheap
329000,6.59,17,1630,239,703,224,38.3,-122,Expensive
393000,8.01,18,1950,265,658,270,38.3,-122,Expensive
320000,7.26,21,2480,341,812,308,38.2,-122,Expensive
176000,5.33,4,3270,495,1500,454,38.2,-122,Cheap
161000,5.25,7,4090,651,2230,646,38.2,-122,Cheap
198000,6.05,15,1170,146,450,154,38.3,-122,Expensive
195000,5.31,13,7370,1040,3190,983,38.2,-122,Expensive
171000,5.07,14,6920,996,3200,978,38.3,-122,Cheap
173000,4.36,8,6760,1230,3240,1180,38.3,-122,Cheap
305000,6.89,2,6720,858,2010,654,38.3,-122,Expensive
135000,3.68,12,3860,795,2130,806,38.3,-122,Cheap
131000,5.25,25,3300,493,1460,488,38.3,-122,Cheap
144000,4.49,15,5110,833,2420,778,38.3,-122,Cheap
224000,6.68,5,1570,199,713,209,38.3,-122,Expensive
162000,4.96,3,7030,1190,3240,1060,38.3,-122,Cheap
187000,5.44,4,8780,1290,4010,1190,38.3,-122,Expensive
163000,2.53,36,263,73,88,42,38.1,-122,Cheap
98900,2.68,32,1070,199,631,195,38.3,-122,Cheap
99000,3.81,37,1340,251,680,231,38.3,-122,Cheap
99000,3.32,36,1820,323,953,298,38.3,-122,Cheap
107000,3.36,34,1560,289,898,307,38.3,-122,Cheap
106000,3.38,36,1250,221,672,222,38.3,-122,Cheap
130000,3.55,15,7940,1640,4390,1570,38.2,-122,Cheap
94200,2.84,38,1210,244,632,254,38.3,-122,Cheap
105000,6.23,39,199,36,101,38,38.3,-122,Cheap
106000,2.79,34,3080,702,1800,703,38.3,-122,Cheap
92200,2.72,37,1180,291,648,271,38.3,-122,Cheap
110000,3.09,32,1200,287,571,255,38.3,-122,Cheap
125000,2.4,52,582,131,241,106,38.3,-122,Cheap
126000,3.09,21,7200,1420,3930,1380,38.3,-122,Cheap
130000,3.19,16,8520,1910,4510,1840,38.3,-122,Cheap
119000,2.73,24,3580,735,1960,731,38.3,-122,Cheap
109000,2.96,25,4620,1050,2690,1010,38.3,-122,Cheap
105000,2.59,27,3440,787,2090,748,38.3,-122,Cheap
101000,3.14,35,1940,384,1180,403,38.3,-122,Cheap
99100,3.21,20,2240,464,1170,425,38.3,-122,Cheap
120000,3.21,20,3900,763,2200,779,38.3,-122,Cheap
127000,4.06,17,9090,1540,4760,1520,38.3,-122,Cheap
132000,3.63,8,2890,602,1570,572,38.3,-122,Cheap
191000,5.26,1,2060,343,872,268,38.2,-122,Expensive
158000,5.41,16,1100,164,495,156,38.2,-122,Cheap
87500,1.69,22,2760,757,2610,641,38.2,-122,Cheap
92900,2,30,2080,456,1010,438,38.2,-122,Cheap
135000,4.09,13,3330,541,1920,538,38.3,-122,Cheap
138000,3.86,11,6550,1150,3570,1120,38.3,-122,Cheap
131000,4.68,16,1080,181,792,184,38.3,-122,Cheap
127000,3.12,10,2240,454,1260,429,38.3,-122,Cheap
143000,4.92,7,11800,1890,6660,1870,38.3,-122,Cheap
140000,4.91,4,2490,440,1550,452,38.3,-122,Cheap
140000,4.6,12,4130,710,2090,633,38.3,-122,Cheap
138000,3.2,16,4140,758,1760,723,38.3,-122,Cheap
261000,6.08,18,921,126,368,120,38.3,-122,Expensive
81300,2.57,35,10900,2230,9880,2150,38.3,-122,Cheap
120000,2.84,17,7970,1590,2900,1500,38.4,-122,Cheap
144000,3.24,14,1160,216,574,227,38.4,-122,Cheap
78600,1.02,25,182,48,71,52,38.4,-122,Cheap
205000,5.03,2,4950,735,1790,562,38.4,-122,Expensive
250000,4.67,17,1820,348,934,305,38.5,-122,Expensive
281000,4.98,12,2340,354,1040,321,38.4,-122,Expensive
298000,4.95,11,2840,429,1330,426,38.4,-122,Expensive
246000,3.47,17,3050,595,1430,557,38.4,-122,Expensive
233000,5.15,19,3010,551,1670,535,38.4,-122,Expensive
261000,4.5,15,1260,211,665,208,38.4,-122,Expensive
194000,2.71,26,2060,413,933,367,38.4,-122,Expensive
152000,6.03,15,2860,373,1330,359,38.3,-122,Cheap
144000,3.6,14,3040,680,1600,663,38.3,-122,Cheap
150000,5.83,16,2080,292,1100,292,38.4,-122,Cheap
140000,4.41,8,3160,559,1760,569,38.4,-122,Cheap
181000,6.11,2,7750,1130,3480,1080,38.3,-122,Expensive
142000,4.23,9,5000,874,2690,817,38.3,-122,Cheap
158000,4.98,3,7990,1260,3660,1220,38.3,-122,Cheap
131000,4.05,12,5130,998,2750,976,38.3,-122,Cheap
250000,4.88,25,185,32,85,32,38.3,-122,Expensive
138000,10.2,45,19,5,7460,6,38.3,-122,Cheap
102000,2.43,33,1080,217,562,203,38.4,-122,Cheap
103000,2.47,45,1780,339,839,319,38.4,-122,Cheap
126000,2.57,38,1920,364,745,348,38.4,-122,Cheap
119000,4.21,34,1080,187,561,198,38.4,-122,Cheap
159000,3.62,24,745,116,300,115,38.4,-122,Cheap
190000,3.87,18,4490,723,1600,697,38.4,-122,Expensive
315000,7.11,15,476,67,213,73,38.4,-122,Expensive
113000,4.16,30,140,35,103,35,38.4,-122,Cheap
122000,3.74,17,5680,1120,3180,1140,38.4,-122,Cheap
127000,4.56,11,1500,319,899,304,38.3,-122,Cheap
117000,4.09,20,1420,266,667,250,38.4,-122,Cheap
140000,3.89,7,3290,698,1910,702,38.3,-122,Cheap
219000,2.74,11,3210,790,1770,694,38.4,-122,Expensive
133000,4.44,16,1700,267,832,277,38.4,-122,Cheap
135000,4.05,13,3620,672,2020,652,38.3,-122,Cheap
127000,4.03,16,2330,450,1070,400,38.3,-122,Cheap
130000,2.59,18,3880,916,2390,867,38.3,-122,Cheap
132000,4.04,16,1470,261,748,256,38.3,-122,Cheap
152000,4.21,13,3250,610,1920,631,38.3,-122,Cheap
136000,5.54,34,432,65,208,71,38.4,-122,Cheap
173000,6.07,16,2510,366,1040,339,38.4,-122,Cheap
176000,5.78,16,4000,550,1670,539,38.4,-122,Cheap
146000,4.96,28,1970,315,734,291,38.4,-122,Cheap
216000,6.08,16,808,137,371,145,38.4,-122,Expensive
198000,6.49,16,2500,331,1120,338,38.4,-122,Expensive
228000,5.94,15,1180,166,485,171,38.4,-122,Expensive
192000,5.18,3,9490,1420,4100,1340,38.4,-122,Expensive
112000,2.84,21,3030,675,2020,642,38.4,-122,Cheap
101000,2.11,24,2430,630,1540,574,38.4,-122,Cheap
125000,3.63,18,1050,185,469,162,38.4,-122,Cheap
118000,3.28,35,2730,451,1290,452,38.4,-122,Cheap
119000,2.73,34,2740,539,1390,491,38.4,-122,Cheap
84400,3.52,33,146,31,75,31,38.4,-122,Cheap
136000,3.34,34,1500,282,860,297,38.4,-122,Cheap
210000,3.3,26,1970,364,1000,362,38.4,-122,Expensive
179000,3.93,18,4520,827,2230,715,38.5,-122,Cheap
93800,3.93,19,686,107,348,109,38.4,-122,Cheap
129000,3.71,24,1950,341,1140,338,38.5,-122,Cheap
155000,3.71,10,6330,1180,3420,1110,38.5,-122,Cheap
167000,5.09,2,790,135,235,87,38.4,-122,Cheap
146000,4.86,15,5120,776,2540,794,38.5,-122,Cheap
108000,3.27,32,2140,440,1150,411,38.5,-122,Cheap
123000,2.34,36,839,158,446,167,38.5,-122,Cheap
98100,2.22,24,1310,314,917,291,38.4,-122,Cheap
133000,3.93,30,1670,297,756,292,38.4,-122,Cheap
213000,2.63,32,1500,333,905,281,38.3,-122,Expensive
96400,3.29,33,1810,363,824,340,38.2,-122,Cheap
94900,2.29,46,2290,472,970,431,38.2,-122,Cheap
164000,3.03,40,1270,257,547,247,38.1,-122,Cheap
116000,4.82,22,1910,326,1000,345,38.1,-122,Cheap
81300,4.28,33,596,105,212,94,38.1,-122,Cheap
308000,4.53,25,3280,566,1240,483,38.3,-122,Expensive
252000,3.56,33,1490,290,781,274,38.2,-122,Expensive
255000,2.75,37,1550,301,863,275,38.2,-122,Expensive
258000,3.55,24,1950,400,718,380,38.3,-122,Expensive
210000,3.4,15,4890,988,2180,924,38.3,-122,Expensive
333000,4.74,18,1480,246,550,217,38.3,-122,Expensive
234000,1.95,25,3110,715,1260,665,38.3,-122,Expensive
173000,2.36,21,2420,560,1100,503,38.3,-122,Cheap
272000,3.6,35,1760,350,686,339,38.3,-122,Expensive
298000,5.8,20,3310,503,1370,460,38.3,-122,Expensive
208000,2.57,14,3730,846,1280,775,38.3,-122,Expensive
262000,4.22,25,5020,881,1990,838,38.3,-122,Expensive
248000,5.22,18,2410,390,872,367,38.3,-123,Expensive
332000,5.79,22,3580,553,1370,501,38.3,-123,Expensive
196000,3.31,30,1630,284,788,284,38.3,-122,Expensive
196000,3.25,27,3080,597,1410,586,38.3,-122,Expensive
194000,3.36,14,2840,602,1610,544,38.3,-122,Expensive
171000,2.65,17,2700,550,1240,515,38.3,-122,Cheap
242000,3.8,26,1730,289,672,251,38.3,-122,Expensive
213000,3.56,8,5090,988,1660,936,38.3,-122,Expensive
261000,4.35,15,2410,446,1140,407,38.3,-122,Expensive
176000,3.27,17,3310,720,1590,632,38.3,-122,Cheap
192000,3.14,31,1700,363,680,324,38.3,-122,Expensive
166000,2.33,29,2380,560,1120,502,38.3,-122,Cheap
187000,2.77,19,2400,521,1270,471,38.3,-122,Expensive
149000,3.11,42,2110,533,1140,445,38.3,-122,Cheap
212000,4.29,24,2220,411,894,365,38.4,-123,Expensive
307000,4.72,27,3800,728,1590,605,38.4,-123,Expensive
296000,4.13,36,1860,364,777,339,38.4,-123,Expensive
165000,3.08,25,1570,352,784,362,38.4,-123,Cheap
203000,3.8,40,2730,531,1170,458,38.4,-123,Expensive
190000,4.7,25,2990,450,1340,434,38.2,-123,Expensive
186000,3.49,17,1730,271,897,284,38.2,-123,Expensive
194000,2.99,18,2040,420,914,400,38.2,-123,Expensive
202000,6.2,19,1690,253,893,257,38.2,-123,Expensive
205000,5.25,18,2920,418,1340,421,38.3,-123,Expensive
205000,4.72,16,1410,209,741,229,38.2,-123,Expensive
189000,5.08,18,2930,481,1280,443,38.2,-123,Expensive
198000,4.86,16,2620,416,1250,386,38.2,-123,Expensive
182000,3.71,20,3460,602,1710,568,38.3,-123,Expensive
157000,4.03,33,1370,280,758,246,38.2,-123,Cheap
170000,4.1,33,1450,250,677,237,38.3,-123,Cheap
215000,4.68,17,2860,487,1480,547,38.3,-123,Expensive
189000,2.88,20,1890,411,826,396,38.3,-123,Expensive
197000,4.65,24,2390,358,1190,362,38.3,-123,Expensive
251000,5.37,7,6510,1030,2900,1010,38.3,-123,Expensive
246000,3.64,8,5880,1120,2810,1030,38.2,-123,Expensive
235000,5.14,9,4760,816,2080,755,38.3,-123,Expensive
202000,4.61,7,7810,1390,3550,1390,38.3,-123,Expensive
75000,2.17,16,1520,308,477,315,38.3,-123,Cheap
146000,2.52,45,1620,338,823,327,38.2,-123,Cheap
194000,3.01,45,2260,504,1080,472,38.2,-123,Expensive
231000,3.08,52,1080,249,519,210,38.2,-123,Expensive
229000,4.08,49,2300,463,1060,429,38.2,-123,Expensive
232000,4.04,34,878,160,372,167,38.2,-123,Expensive
267000,5.57,17,2650,342,1200,350,38.2,-123,Expensive
291000,6.2,22,2930,461,1280,449,38.2,-123,Expensive
224000,4.07,37,1970,348,875,381,38.2,-123,Expensive
201000,3.17,52,1740,347,712,343,38.2,-123,Expensive
252000,3.3,52,2160,469,1070,467,38.2,-123,Expensive
201000,3.45,52,1920,393,910,345,38.2,-123,Expensive
251000,4.31,39,2890,517,1350,489,38.2,-123,Expensive
244000,2.52,52,1620,393,635,349,38.2,-123,Expensive
152000,3.79,40,1970,410,1040,398,38.2,-123,Cheap
193000,3.4,23,4030,813,1850,778,38.3,-123,Expensive
244000,4.95,24,1950,310,922,313,38.2,-123,Expensive
228000,4.28,49,3270,579,1430,539,38.2,-123,Expensive
163000,3.8,31,2550,515,1510,533,38.3,-123,Cheap
285000,4.03,32,2340,434,1070,384,38.3,-123,Expensive
289000,4.07,32,1330,235,660,206,38.3,-123,Expensive
306000,3.83,29,1320,240,650,228,38.3,-123,Expensive
262000,5.05,29,2640,464,1370,450,38.2,-123,Expensive
268000,3.24,32,3200,542,1870,519,38.3,-123,Expensive
318000,4.38,35,3940,645,1670,620,38.3,-123,Expensive
310000,3.57,47,2090,387,1050,377,38.2,-123,Expensive
163000,2.41,16,3050,609,1680,618,38.4,-123,Cheap
248000,4.39,26,1640,294,801,291,38.3,-123,Expensive
293000,3.79,28,1920,419,930,342,38.3,-123,Expensive
292000,3.38,30,3920,743,1690,693,38.3,-123,Expensive
210000,2.58,44,743,155,434,162,38.3,-123,Expensive
184000,4.63,16,3740,698,1940,658,38.3,-123,Expensive
158000,3.7,13,4010,936,2060,914,38.3,-123,Cheap
258000,4.2,14,3160,580,1210,501,38.3,-123,Expensive
159000,3.64,16,1240,242,696,236,38.3,-123,Cheap
172000,5.66,15,2540,414,1400,426,38.3,-123,Cheap
164000,3.73,23,2850,516,1530,492,38.3,-123,Cheap
160000,3.01,26,1890,381,1060,364,38.3,-123,Cheap
122000,2.6,22,1250,335,699,308,38.3,-123,Cheap
156000,3.38,26,1580,295,846,295,38.3,-123,Cheap
255000,7.23,12,1550,187,685,188,38.4,-123,Expensive
136000,4.01,15,3090,697,1600,682,38.3,-123,Cheap
104000,2.35,11,2240,699,1200,642,38.4,-123,Cheap
147000,3.78,14,2310,411,954,397,38.4,-123,Cheap
67500,1.6,14,1560,369,493,335,38.4,-123,Cheap
155000,2.83,19,2990,676,1780,688,38.3,-123,Cheap
162000,3.18,23,2740,588,1490,557,38.3,-123,Cheap
214000,4.82,8,6320,1000,2970,1040,38.4,-123,Expensive
253000,5.6,16,2360,345,1010,348,38.4,-123,Expensive
192000,4.44,16,1690,254,921,270,38.4,-123,Expensive
178000,2.48,6,5500,1370,2500,1190,38.4,-123,Cheap
258000,5.04,16,1330,187,607,197,38.4,-123,Expensive
227000,4.22,11,5820,878,2540,876,38.4,-123,Expensive
325000,5.2,15,2150,345,979,335,38.3,-123,Expensive
184000,4.33,8,7520,1340,3830,1290,38.4,-123,Expensive
165000,4.08,12,3880,782,2150,764,38.3,-123,Cheap
220000,3.95,4,8070,1610,4320,1480,38.3,-123,Expensive
